country,zipcode,latitude,longitude
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
CA,K0C 2,45.0634269,-74.5624237
US,Null,42.4096,-72.1083
US,TBD3,40.6331249,-89.3985283
US,333322021,26.0571722,-80.4310657
US,335115001,27.9369915,-82.2899623
US,"TX 75019,",32.9407168,-96.9846741
CA,L4B 4,43.873908,-79.3854519
US,Unassigned,42.4072107,-71.3824374
US,L8E 3A1,43.2368705,-79.7275433
CA,L4B 4,43.873908,-79.3854519
US,Maryland,42.4096,-72.1083
CA,NA,53.4890029,-113.443477
US,402152691,38.1938595,-85.7826169
US,6103,41.7713981,-72.6755119
US,6105,41.7673382,-72.7128796
CA,26615,38.8375,-80.7295
CA,9504,53.7878,-113.6438
US,6120,41.7706784,-72.673137
US,6105,41.7647601,-72.6940928
US,6103,41.7715627,-72.6756905
US,6120,41.771592,-72.6722132
US,6120,41.790763,-72.6776954
US,6112,41.7983741,-72.6892103
US,6120,41.7778496,-72.6837222
US,6106,41.7558876,-72.6891664
US,6120,41.7752639,-72.6771554
US,6120,41.7871545,-72.6569079
US,6120,41.7761945,-72.6768898
US,6095,41.8071096,-72.659303
US,6106,41.7608723,-72.6883404
US,6112,41.7977971,-72.689626
US,6106,41.7577172,-72.6859073
US,6114,41.7528358,-72.6690723
US,6103,41.7722144,-72.6787704
US,6106,41.7590614,-72.6881723
US,NA,42.4096,-72.1083
US,Unmetered Lights,42.4096,-72.1083
US,null,42.4096,-72.1083
US,617042524,40.49091,-88.9241533
US,785269618,25.9686241,-97.450859
US,333322021,26.0571722,-80.4310657
US,325349377,30.5312857,-87.3075541
US,NA,42.4096,-72.1083
US,30046 - 2886,0,0
US,402062522,38.2536905,-85.6984551
US,null,40.431908,116.570374
US,402152691,38.1938566,-85.7826083
US,null,31.224361,121.46917
US,982720118,47.8546089,-121.9757476
US,null,23.128994,113.25325
US,null,25.105497,121.597366
US,Null,42.4096,-72.1083
US,Null,42.4096,-72.1083
US,352113812,33.4810204,-86.8404266
US,731419699,35.5054684,-97.3915039
